# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -43.5372
# Longitude (positive East, ISO 19115): 172.7049
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-09-22T09:00:00.0/2024-09-22T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T10:00:00.0/2024-09-22T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T11:00:00.0/2024-09-22T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T12:00:00.0/2024-09-22T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T13:00:00.0/2024-09-22T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T14:00:00.0/2024-09-22T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T15:00:00.0/2024-09-22T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T16:00:00.0/2024-09-22T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T17:00:00.0/2024-09-22T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-22T18:00:00.0/2024-09-22T19:00:00.0;53.4092;24.0712;13.7039;10.3672;166.3359;13.6030;0.0019;13.6011;0.0230;0.6833
2024-09-22T19:00:00.0/2024-09-22T20:00:00.0;289.3844;182.0402;141.7140;40.3263;643.3480;61.6963;0.0977;61.5985;0.4874;0.9833
2024-09-22T20:00:00.0/2024-09-22T21:00:00.0;521.9032;371.7193;319.2961;52.4233;823.9429;30.5738;0.0000;30.5738;0.0000;0.9167
2024-09-22T21:00:00.0/2024-09-22T22:00:00.0;718.9879;539.2242;480.1903;59.0339;902.8288;62.5026;0.0000;62.5026;0.0000;1.0000
2024-09-22T22:00:00.0/2024-09-22T23:00:00.0;867.2141;666.4796;601.8987;64.5809;939.0274;259.7997;28.8443;230.9554;43.0788;1.0000
2024-09-22T23:00:00.0/2024-09-23T00:00:00.0;956.4878;743.1620;674.7726;68.3894;954.7367;642.9651;400.4674;242.4978;562.3128;1.0000
2024-09-23T00:00:00.0/2024-09-23T01:00:00.0;980.7343;764.4579;693.5729;70.8849;957.1337;710.6728;606.1458;104.5271;835.5892;1.0000
2024-09-23T01:00:00.0/2024-09-23T02:00:00.0;938.3177;728.6180;656.6420;71.9760;947.0380;597.7618;320.3479;277.4140;461.5965;1.0000
2024-09-23T02:00:00.0/2024-09-23T03:00:00.0;832.1448;637.1221;566.1946;70.9275;920.4028;572.3841;387.2271;185.1570;630.8637;0.9167
2024-09-23T03:00:00.0/2024-09-23T04:00:00.0;669.4722;492.3372;423.4723;68.8650;853.8268;444.6058;303.0093;141.5965;599.4010;1.0000
2024-09-23T04:00:00.0/2024-09-23T05:00:00.0;461.4100;309.0015;247.0117;61.9898;717.0646;272.7510;163.3384;109.4126;457.2759;1.0000
2024-09-23T05:00:00.0/2024-09-23T06:00:00.0;222.1633;118.4403;77.6581;40.7822;434.6042;108.6855;53.8413;54.8443;320.7587;1.0000
2024-09-23T06:00:00.0/2024-09-23T07:00:00.0;18.0403;5.5320;1.6167;3.9153;30.7487;5.5320;1.6167;3.9153;30.7487;0.9083
2024-09-23T07:00:00.0/2024-09-23T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T08:00:00.0/2024-09-23T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T09:00:00.0/2024-09-23T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T10:00:00.0/2024-09-23T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T11:00:00.0/2024-09-23T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T12:00:00.0/2024-09-23T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T13:00:00.0/2024-09-23T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T14:00:00.0/2024-09-23T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T15:00:00.0/2024-09-23T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T16:00:00.0/2024-09-23T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T17:00:00.0/2024-09-23T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-23T18:00:00.0/2024-09-23T19:00:00.0;58.6187;27.3804;17.0399;10.3404;200.7305;27.3804;17.0399;10.3404;200.7305;0.6667
2024-09-23T19:00:00.0/2024-09-23T20:00:00.0;297.3040;190.7105;154.4168;36.2936;685.1766;190.7105;154.4168;36.2936;685.1766;0.9833
2024-09-23T20:00:00.0/2024-09-23T21:00:00.0;529.7809;383.2686;337.7298;45.5388;859.4679;383.2686;337.7298;45.5388;859.4679;1.0000
2024-09-23T21:00:00.0/2024-09-23T22:00:00.0;726.7181;553.7920;499.7652;54.0267;930.4214;485.5057;369.9572;115.5485;707.4905;1.0000
2024-09-23T22:00:00.0/2024-09-23T23:00:00.0;874.7014;684.5339;617.8007;66.7332;956.2307;285.9469;113.5863;172.3606;167.9200;1.0000
2024-09-23T23:00:00.0/2024-09-24T00:00:00.0;963.6536;764.8937;686.3113;78.5825;964.4155;738.5174;603.5870;134.9303;845.9405;1.0000
2024-09-24T00:00:00.0/2024-09-24T01:00:00.0;987.5222;786.4008;702.4933;83.9076;963.3199;772.0508;660.2453;111.8055;904.9421;1.0000
2024-09-24T01:00:00.0/2024-09-24T02:00:00.0;944.6974;746.3785;663.9078;82.4707;951.5707;441.4988;117.5884;323.9104;166.0226;1.0000
2024-09-24T02:00:00.0/2024-09-24T03:00:00.0;838.1141;649.8978;570.9966;78.9011;922.0767;485.6719;188.3036;297.3683;302.3205;0.9167
2024-09-24T03:00:00.0/2024-09-24T04:00:00.0;675.0569;504.5007;429.5910;74.9097;859.7800;264.2490;44.1532;220.0958;86.0732;1.0000
2024-09-24T04:00:00.0/2024-09-24T05:00:00.0;466.6626;323.1777;256.0469;67.1308;736.2233;133.7612;11.2889;122.4724;35.7386;1.0000
2024-09-24T05:00:00.0/2024-09-24T06:00:00.0;227.1590;129.8319;84.7765;45.0553;468.5379;87.3207;10.3359;76.9848;62.8602;1.0000
2024-09-24T06:00:00.0/2024-09-24T07:00:00.0;19.9068;6.9057;2.0947;4.8110;37.9505;6.5552;1.5459;5.0093;29.8429;0.9000
2024-09-24T07:00:00.0/2024-09-24T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T08:00:00.0/2024-09-24T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T09:00:00.0/2024-09-24T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T10:00:00.0/2024-09-24T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T11:00:00.0/2024-09-24T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T12:00:00.0/2024-09-24T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T13:00:00.0/2024-09-24T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T14:00:00.0/2024-09-24T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T15:00:00.0/2024-09-24T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T16:00:00.0/2024-09-24T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T17:00:00.0/2024-09-24T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-24T18:00:00.0/2024-09-24T19:00:00.0;64.0613;29.6399;15.1482;14.4917;166.0249;21.7582;1.9901;19.7681;20.4849;0.7167
2024-09-24T19:00:00.0/2024-09-24T20:00:00.0;305.2092;195.5527;142.8861;52.6665;616.3505;194.3878;140.4754;53.9124;599.2559;1.0000
2024-09-24T20:00:00.0/2024-09-24T21:00:00.0;537.6345;389.3189;316.4023;72.9166;793.5334;389.3189;316.4023;72.9166;793.5334;1.0000
2024-09-24T21:00:00.0/2024-09-24T22:00:00.0;734.4166;558.6770;470.7029;87.9741;867.5040;546.0148;437.2882;108.7266;811.3275;1.0000
2024-09-24T22:00:00.0/2024-09-24T23:00:00.0;882.1521;685.1455;583.3095;101.8360;895.7144;657.1119;505.9694;151.1425;771.2139;1.0000
2024-09-24T23:00:00.0/2024-09-25T00:00:00.0;970.7812;759.4278;646.4207;113.0071;902.2144;758.9247;644.8708;114.0538;900.1002;1.0000
2024-09-25T00:00:00.0/2024-09-25T01:00:00.0;994.2733;778.1156;662.9605;115.1551;903.4514;748.7302;571.4402;177.2900;778.9802;1.0000
2024-09-25T01:00:00.0/2024-09-25T02:00:00.0;951.0450;739.7054;631.3408;108.3646;899.4023;739.7054;631.3408;108.3646;899.4023;1.0000
2024-09-25T02:00:00.0/2024-09-25T03:00:00.0;844.0586;645.1116;546.5632;98.5483;876.9651;645.1116;546.5632;98.5483;876.9651;0.9167
2024-09-25T03:00:00.0/2024-09-25T04:00:00.0;680.6268;500.2084;410.2556;89.9529;814.5563;500.2084;410.2556;89.9529;814.5563;1.0000
2024-09-25T04:00:00.0/2024-09-25T05:00:00.0;471.9117;318.5125;240.1278;78.3847;682.3379;318.5125;240.1278;78.3847;682.3379;1.0000
2024-09-25T05:00:00.0/2024-09-25T06:00:00.0;232.1632;127.2212;76.7381;50.4831;413.2307;127.2212;76.7381;50.4831;413.2307;1.0000
2024-09-25T06:00:00.0/2024-09-25T07:00:00.0;21.8703;7.2250;1.8502;5.3748;31.9250;7.2250;1.8502;5.3748;31.9250;0.8917
2024-09-25T07:00:00.0/2024-09-25T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T08:00:00.0/2024-09-25T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T09:00:00.0/2024-09-25T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T10:00:00.0/2024-09-25T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T11:00:00.0/2024-09-25T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T12:00:00.0/2024-09-25T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T13:00:00.0/2024-09-25T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T14:00:00.0/2024-09-25T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T15:00:00.0/2024-09-25T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T16:00:00.0/2024-09-25T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T17:00:00.0/2024-09-25T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-25T18:00:00.0/2024-09-25T19:00:00.0;69.7341;32.4674;19.6324;12.8351;214.2263;4.0843;0.0000;4.0843;0.0000;0.7000
2024-09-25T19:00:00.0/2024-09-25T20:00:00.0;313.0966;195.5959;151.5864;44.0095;641.6524;29.5461;0.0000;29.5461;0.0000;1.0000
2024-09-25T20:00:00.0/2024-09-25T21:00:00.0;545.4605;381.8973;319.6476;62.2496;791.1934;87.3850;1.1367;86.2484;2.4017;1.0000
2024-09-25T21:00:00.0/2024-09-25T22:00:00.0;742.0802;547.7929;474.0293;73.7636;864.8496;268.0325;67.5677;200.4648;130.4791;1.0000
2024-09-25T22:00:00.0/2024-09-25T23:00:00.0;889.5635;675.2454;594.6517;80.5937;905.8973;248.4016;30.1203;218.2813;44.3141;1.0000
2024-09-25T23:00:00.0/2024-09-26T00:00:00.0;977.8680;752.1361;667.0818;85.0542;924.7678;131.0372;1.7885;129.2486;2.5575;1.0000
2024-09-26T00:00:00.0/2024-09-26T01:00:00.0;1000.9858;772.3552;690.2111;82.1440;934.8129;350.9975;59.1026;291.8949;80.3092;1.0000
2024-09-26T01:00:00.0/2024-09-26T02:00:00.0;957.3589;734.6038;662.7929;71.8108;938.5806;436.7299;122.7638;313.9661;172.6372;1.0000
2024-09-26T02:00:00.0/2024-09-26T03:00:00.0;849.9774;642.5187;582.3874;60.1313;928.7036;448.2982;259.7623;188.5360;404.9078;0.9167
2024-09-26T03:00:00.0/2024-09-26T04:00:00.0;686.1809;502.7694;451.3743;51.3951;890.4344;380.1693;193.9830;186.1863;379.5935;1.0000
2024-09-26T04:00:00.0/2024-09-26T05:00:00.0;477.1567;328.0256;284.1230;43.9027;802.5037;154.5894;12.4045;142.1849;31.8421;1.0000
2024-09-26T05:00:00.0/2024-09-26T06:00:00.0;237.1758;140.2609;110.2268;30.0341;602.2146;71.6182;19.1889;52.4294;163.5027;1.0000
2024-09-26T06:00:00.0/2024-09-26T07:00:00.0;23.9315;9.4176;5.1369;4.2806;90.8455;9.4176;5.1369;4.2806;90.8455;0.8833
2024-09-26T07:00:00.0/2024-09-26T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T08:00:00.0/2024-09-26T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T09:00:00.0/2024-09-26T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T10:00:00.0/2024-09-26T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T11:00:00.0/2024-09-26T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T12:00:00.0/2024-09-26T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T13:00:00.0/2024-09-26T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T14:00:00.0/2024-09-26T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T15:00:00.0/2024-09-26T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T16:00:00.0/2024-09-26T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T17:00:00.0/2024-09-26T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T18:00:00.0/2024-09-26T19:00:00.0;75.6337;38.3213;24.7797;13.5416;262.5050;38.3213;24.7797;13.5416;262.5050;0.6833
2024-09-26T19:00:00.0/2024-09-26T20:00:00.0;320.9627;214.4760;173.5489;40.9271;718.7684;214.4760;173.5489;40.9271;718.7684;1.0000
2024-09-26T20:00:00.0/2024-09-26T21:00:00.0;553.2557;410.5085;357.1188;53.3897;872.2589;410.5085;357.1188;53.3897;872.2589;1.0000
2024-09-26T21:00:00.0/2024-09-26T22:00:00.0;749.7058;583.2736;521.9561;61.3175;943.3860;583.2736;521.9561;61.3175;943.3860;0.9167
2024-09-26T22:00:00.0/2024-09-26T23:00:00.0;896.9328;715.1798;647.7544;67.4254;979.3077;713.9246;644.3094;69.6151;974.3881;1.0000
2024-09-26T23:00:00.0/2024-09-27T00:00:00.0;984.9119;795.1266;723.2938;71.8327;996.0953;473.0612;150.4674;322.5938;208.4080;1.0000
2024-09-27T00:00:00.0/2024-09-27T01:00:00.0;1007.6577;816.0302;743.1542;72.8760;1000.4104;605.0372;295.8690;309.1682;398.0952;1.0000
2024-09-27T01:00:00.0/2024-09-27T02:00:00.0;963.6379;776.1799;705.6072;70.5726;993.1844;736.2046;588.9813;147.2233;825.1912;1.0000
2024-09-27T02:00:00.0/2024-09-27T03:00:00.0;855.8694;679.3368;612.6269;66.7099;970.5723;536.6569;235.2803;301.3766;375.8395;0.9167
2024-09-27T03:00:00.0/2024-09-27T04:00:00.0;691.7188;532.3460;469.7506;62.5953;919.5792;505.8766;400.5630;105.3135;796.2635;1.0000
2024-09-27T04:00:00.0/2024-09-27T05:00:00.0;482.3973;348.1339;292.1064;56.0274;815.8415;301.8941;182.0441;119.8500;478.7062;1.0000
2024-09-27T05:00:00.0/2024-09-27T06:00:00.0;242.1966;149.3130;109.6649;39.6480;582.9738;109.2853;19.4914;89.7939;99.3414;1.0000
2024-09-27T06:00:00.0/2024-09-27T07:00:00.0;26.1309;10.5235;4.7626;5.7609;79.6271;10.1497;3.8520;6.2978;67.9963;0.9500
2024-09-27T07:00:00.0/2024-09-27T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T08:00:00.0/2024-09-27T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T09:00:00.0/2024-09-27T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T10:00:00.0/2024-09-27T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T11:00:00.0/2024-09-27T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T12:00:00.0/2024-09-27T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T13:00:00.0/2024-09-27T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T14:00:00.0/2024-09-27T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T15:00:00.0/2024-09-27T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T16:00:00.0/2024-09-27T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T17:00:00.0/2024-09-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-27T18:00:00.0/2024-09-27T19:00:00.0;81.7320;39.0539;22.5057;16.5482;225.7231;39.0539;22.5057;16.5482;225.7231;0.6750
2024-09-27T19:00:00.0/2024-09-27T20:00:00.0;328.8040;209.7328;157.5229;52.2099;636.4812;207.2936;152.0183;55.2753;617.7322;1.0000
2024-09-27T20:00:00.0/2024-09-27T21:00:00.0;561.0167;398.8986;324.6887;74.2099;782.4478;348.3322;207.1381;141.1941;521.9032;1.0000
2024-09-27T21:00:00.0/2024-09-27T22:00:00.0;757.2905;564.7507;472.4492;92.3016;845.9147;306.3589;59.2095;247.1494;113.3845;1.0000
2024-09-27T22:00:00.0/2024-09-27T23:00:00.0;904.2573;689.9045;581.6522;108.2523;872.8265;333.5182;36.3433;297.1749;55.5056;1.0000
2024-09-27T23:00:00.0/2024-09-28T00:00:00.0;991.9106;763.2014;641.4179;121.7835;877.6628;387.7285;52.6857;335.0428;71.8833;1.0000
2024-09-28T00:00:00.0/2024-09-28T01:00:00.0;1014.2872;782.7411;660.0729;122.6683;883.2764;527.1105;162.8012;364.3092;217.9942;1.0000
2024-09-28T01:00:00.0/2024-09-28T02:00:00.0;969.8804;747.0801;636.3920;110.6881;890.5750;639.4797;345.4293;294.0504;486.5302;1.0000
2024-09-28T02:00:00.0/2024-09-28T03:00:00.0;861.7338;655.2806;559.3408;95.9398;880.7596;611.8884;435.6841;176.2044;687.3808;0.9167
2024-09-28T03:00:00.0/2024-09-28T04:00:00.0;697.2397;512.2324;427.3204;84.9121;829.8953;512.2324;427.3204;84.9121;829.8953;1.0000
2024-09-28T04:00:00.0/2024-09-28T05:00:00.0;487.6331;330.9462;256.7351;74.2111;708.2123;330.9462;256.7351;74.2111;708.2123;1.0000
2024-09-28T05:00:00.0/2024-09-28T06:00:00.0;247.2252;138.2966;88.8554;49.4413;457.1434;138.2966;88.8554;49.4413;457.1434;1.0000
2024-09-28T06:00:00.0/2024-09-28T07:00:00.0;28.4004;9.8933;3.2390;6.6542;50.6637;9.8933;3.2390;6.6542;50.6637;0.9417
2024-09-28T07:00:00.0/2024-09-28T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T08:00:00.0/2024-09-28T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T09:00:00.0/2024-09-28T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T10:00:00.0/2024-09-28T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T11:00:00.0/2024-09-28T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T12:00:00.0/2024-09-28T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T13:00:00.0/2024-09-28T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T14:00:00.0/2024-09-28T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T15:00:00.0/2024-09-28T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T16:00:00.0/2024-09-28T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T17:00:00.0/2024-09-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-28T18:00:00.0/2024-09-28T19:00:00.0;88.0865;42.0004;23.7106;18.2897;226.4661;38.2067;15.3507;22.8560;147.7955;0.6583
2024-09-28T19:00:00.0/2024-09-28T20:00:00.0;336.6172;215.4491;162.2730;53.1761;640.4811;180.5688;117.4691;63.0997;427.0772;1.0000
2024-09-28T20:00:00.0/2024-09-28T21:00:00.0;568.7404;406.9831;335.5886;71.3945;797.9678;384.7925;280.4692;104.3233;668.7139;1.0000
2024-09-28T21:00:00.0/2024-09-28T22:00:00.0;764.8312;570.0588;475.6230;94.4358;844.4507;484.1982;256.8756;227.3226;454.6592;1.0000
2024-09-28T22:00:00.0/2024-09-28T23:00:00.0;911.5345;687.9096;562.0363;125.8734;837.4531;520.3960;173.4953;346.9007;259.5057;1.0000
2024-09-28T23:00:00.0/2024-09-29T00:00:00.0;998.8618;754.4877;598.6202;155.8676;813.9855;574.4153;184.9568;389.4586;251.7546;1.0000
