date,usage,dollars,type
06:00AM 19 November 2025,0.86 kWh,$0.20,actual
07:00AM 19 November 2025,0.86 kWh,$0.29,actual
08:00AM 19 November 2025,1.40 kWh,$0.43,actual
09:00AM 19 November 2025,0.62 kWh,$0.22,actual
10:00AM 19 November 2025,0.53 kWh,$0.20,actual
11:00AM 19 November 2025,1.50 kWh,$0.46,actual
12:00PM 19 November 2025,0.54 kWh,$0.20,actual
01:00PM 19 November 2025,1.03 kWh,$0.33,actual
02:00PM 19 November 2025,0.65 kWh,$0.23,actual
03:00PM 19 November 2025,0.49 kWh,$0.19,actual
04:00PM 19 November 2025,0.68 kWh,$0.24,actual
05:00PM 19 November 2025,0.57 kWh,$0.21,actual
06:00PM 19 November 2025,1.50 kWh,$0.46,actual
07:00PM 19 November 2025,1.21 kWh,$0.38,actual
08:00PM 19 November 2025,0.95 kWh,$0.31,actual
09:00PM 19 November 2025,0.92 kWh,$0.21,actual
10:00PM 19 November 2025,1.29 kWh,$0.27,actual
11:00PM 19 November 2025,2.19 kWh,$0.42,actual
12:00AM 20 November 2025,3.74 kWh,$0.68,actual
01:00AM 20 November 2025,3.69 kWh,$0.68,actual
02:00AM 20 November 2025,1.76 kWh,$0.35,actual
03:00AM 20 November 2025,1.62 kWh,$0.33,actual
04:00AM 20 November 2025,0.51 kWh,$0.14,actual
05:00AM 20 November 2025,0.50 kWh,$0.14,actual
06:00AM 20 November 2025,0.50 kWh,$0.14,actual
07:00AM 20 November 2025,0.91 kWh,$0.30,actual
08:00AM 20 November 2025,1.15 kWh,$0.36,actual
09:00AM 20 November 2025,0.66 kWh,$0.23,actual
10:00AM 20 November 2025,0.57 kWh,$0.21,actual
11:00AM 20 November 2025,0.57 kWh,$0.21,actual
12:00PM 20 November 2025,0.88 kWh,$0.29,actual
01:00PM 20 November 2025,0.63 kWh,$0.23,actual
02:00PM 20 November 2025,0.59 kWh,$0.21,actual
03:00PM 20 November 2025,0.60 kWh,$0.22,actual
04:00PM 20 November 2025,0.87 kWh,$0.29,actual
05:00PM 20 November 2025,1.02 kWh,$0.33,actual
06:00PM 20 November 2025,1.44 kWh,$0.44,actual
07:00PM 20 November 2025,1.43 kWh,$0.44,actual
08:00PM 20 November 2025,0.94 kWh,$0.31,actual
09:00PM 20 November 2025,0.92 kWh,$0.21,actual
10:00PM 20 November 2025,1.02 kWh,$0.23,actual
11:00PM 20 November 2025,1.84 kWh,$0.37,actual
12:00AM 21 November 2025,3.45 kWh,$0.64,actual
01:00AM 21 November 2025,3.35 kWh,$0.62,actual
02:00AM 21 November 2025,0.98 kWh,$0.22,actual
03:00AM 21 November 2025,0.67 kWh,$0.17,actual
04:00AM 21 November 2025,0.32 kWh,$0.11,actual
05:00AM 21 November 2025,0.81 kWh,$0.19,actual
06:00AM 21 November 2025,0.40 kWh,$0.12,actual
07:00AM 21 November 2025,0.94 kWh,$0.31,actual
08:00AM 21 November 2025,0.62 kWh,$0.22,actual
09:00AM 21 November 2025,1.08 kWh,$0.35,actual
10:00AM 21 November 2025,0.60 kWh,$0.22,actual
11:00AM 21 November 2025,0.88 kWh,$0.29,actual
12:00PM 21 November 2025,0.79 kWh,$0.27,actual
01:00PM 21 November 2025,0.56 kWh,$0.21,actual
02:00PM 21 November 2025,0.55 kWh,$0.20,actual
03:00PM 21 November 2025,0.87 kWh,$0.29,actual
04:00PM 21 November 2025,1.38 kWh,$0.43,actual
05:00PM 21 November 2025,1.42 kWh,$0.44,actual
06:00PM 21 November 2025,1.03 kWh,$0.33,actual
07:00PM 21 November 2025,1.91 kWh,$0.57,actual
08:00PM 21 November 2025,0.88 kWh,$0.29,actual
09:00PM 21 November 2025,2.18 kWh,$0.42,actual
10:00PM 21 November 2025,1.78 kWh,$0.36,actual
11:00PM 21 November 2025,3.16 kWh,$0.59,actual
12:00AM 22 November 2025,4.52 kWh,$0.82,actual
01:00AM 22 November 2025,4.52 kWh,$0.82,actual
02:00AM 22 November 2025,2.08 kWh,$0.41,actual
03:00AM 22 November 2025,1.97 kWh,$0.39,actual
04:00AM 22 November 2025,1.44 kWh,$0.30,actual
05:00AM 22 November 2025,1.72 kWh,$0.35,actual
06:00AM 22 November 2025,1.61 kWh,$0.33,actual
07:00AM 22 November 2025,1.20 kWh,$0.38,actual
08:00AM 22 November 2025,1.05 kWh,$0.34,actual
09:00AM 22 November 2025,1.16 kWh,$0.37,actual
10:00AM 22 November 2025,1.27 kWh,$0.40,actual
11:00AM 22 November 2025,1.64 kWh,$0.50,actual
12:00PM 22 November 2025,1.57 kWh,$0.48,actual
01:00PM 22 November 2025,1.03 kWh,$0.33,actual
02:00PM 22 November 2025,0.70 kWh,$0.24,actual
03:00PM 22 November 2025,0.91 kWh,$0.30,actual
04:00PM 22 November 2025,1.32 kWh,$0.41,actual
05:00PM 22 November 2025,1.02 kWh,$0.33,actual
06:00PM 22 November 2025,1.12 kWh,$0.36,actual
07:00PM 22 November 2025,1.71 kWh,$0.51,actual
08:00PM 22 November 2025,1.08 kWh,$0.35,actual
09:00PM 22 November 2025,2.02 kWh,$0.39,actual
10:00PM 22 November 2025,2.19 kWh,$0.42,actual
11:00PM 22 November 2025,2.73 kWh,$0.52,actual
12:00AM 23 November 2025,4.18 kWh,$0.76,actual
01:00AM 23 November 2025,4.15 kWh,$0.75,actual
02:00AM 23 November 2025,2.51 kWh,$0.48,actual
03:00AM 23 November 2025,1.59 kWh,$0.32,actual
04:00AM 23 November 2025,0.95 kWh,$0.22,actual
05:00AM 23 November 2025,1.25 kWh,$0.27,actual
06:00AM 23 November 2025,1.04 kWh,$0.23,actual
07:00AM 23 November 2025,0.53 kWh,$0.20,actual
08:00AM 23 November 2025,0.73 kWh,$0.25,actual
09:00AM 23 November 2025,1.16 kWh,$0.37,actual
10:00AM 23 November 2025,0.67 kWh,$0.23,actual
11:00AM 23 November 2025,0.77 kWh,$0.26,actual
12:00PM 23 November 2025,0.73 kWh,$0.25,actual
01:00PM 23 November 2025,0.98 kWh,$0.32,actual
02:00PM 23 November 2025,0.68 kWh,$0.24,actual
03:00PM 23 November 2025,0.62 kWh,$0.22,actual
04:00PM 23 November 2025,0.87 kWh,$0.29,actual
05:00PM 23 November 2025,1.35 kWh,$0.42,actual
06:00PM 23 November 2025,1.41 kWh,$0.43,actual
07:00PM 23 November 2025,1.81 kWh,$0.54,actual
08:00PM 23 November 2025,1.00 kWh,$0.32,actual
09:00PM 23 November 2025,1.99 kWh,$0.39,actual
10:00PM 23 November 2025,1.39 kWh,$0.29,actual
11:00PM 23 November 2025,2.64 kWh,$0.50,actual
12:00AM 24 November 2025,3.96 kWh,$0.72,actual
01:00AM 24 November 2025,3.99 kWh,$0.73,actual
02:00AM 24 November 2025,3.86 kWh,$0.71,actual
03:00AM 24 November 2025,0.81 kWh,$0.19,actual
04:00AM 24 November 2025,1.11 kWh,$0.24,actual
05:00AM 24 November 2025,1.30 kWh,$0.27,actual
06:00AM 24 November 2025,1.35 kWh,$0.28,actual
07:00AM 24 November 2025,1.36 kWh,$0.42,actual
08:00AM 24 November 2025,0.62 kWh,$0.22,actual
09:00AM 24 November 2025,0.54 kWh,$0.20,actual
10:00AM 24 November 2025,0.65 kWh,$0.23,actual
11:00AM 24 November 2025,1.90 kWh,$0.56,actual
12:00PM 24 November 2025,1.01 kWh,$0.33,actual
01:00PM 24 November 2025,0.66 kWh,$0.23,actual
02:00PM 24 November 2025,0.62 kWh,$0.22,actual
03:00PM 24 November 2025,0.62 kWh,$0.22,actual
04:00PM 24 November 2025,0.73 kWh,$0.25,actual
05:00PM 24 November 2025,1.00 kWh,$0.32,actual
06:00PM 24 November 2025,2.76 kWh,$0.80,actual
07:00PM 24 November 2025,1.59 kWh,$0.48,actual
08:00PM 24 November 2025,1.53 kWh,$0.47,actual
09:00PM 24 November 2025,0.97 kWh,$0.22,actual
10:00PM 24 November 2025,1.01 kWh,$0.23,actual
11:00PM 24 November 2025,2.34 kWh,$0.45,actual
12:00AM 25 November 2025,3.67 kWh,$0.67,actual
01:00AM 25 November 2025,2.09 kWh,$0.41,actual
02:00AM 25 November 2025,0.76 kWh,$0.18,actual
03:00AM 25 November 2025,1.30 kWh,$0.27,actual
04:00AM 25 November 2025,0.58 kWh,$0.15,actual
05:00AM 25 November 2025,0.50 kWh,$0.14,actual
06:00AM 25 November 2025,0.83 kWh,$0.20,actual
07:00AM 25 November 2025,1.10 kWh,$0.35,actual
08:00AM 25 November 2025,1.35 kWh,$0.42,actual
09:00AM 25 November 2025,1.04 kWh,$0.33,actual
10:00AM 25 November 2025,1.11 kWh,$0.35,actual
11:00AM 25 November 2025,1.04 kWh,$0.34,actual
12:00PM 25 November 2025,1.47 kWh,$0.45,actual
01:00PM 25 November 2025,1.02 kWh,$0.33,actual
02:00PM 25 November 2025,0.90 kWh,$0.30,actual
03:00PM 25 November 2025,0.80 kWh,$0.27,actual
04:00PM 25 November 2025,1.18 kWh,$0.37,actual
05:00PM 25 November 2025,1.40 kWh,$0.43,actual
06:00PM 25 November 2025,1.42 kWh,$0.44,actual
07:00PM 25 November 2025,1.91 kWh,$0.57,actual
08:00PM 25 November 2025,1.48 kWh,$0.45,actual
09:00PM 25 November 2025,1.98 kWh,$0.39,actual
10:00PM 25 November 2025,1.46 kWh,$0.30,actual
11:00PM 25 November 2025,2.63 kWh,$0.50,actual
12:00AM 26 November 2025,4.14 kWh,$0.75,actual
01:00AM 26 November 2025,4.14 kWh,$0.75,actual
02:00AM 26 November 2025,3.35 kWh,$0.62,actual
03:00AM 26 November 2025,1.65 kWh,$0.33,actual
04:00AM 26 November 2025,0.89 kWh,$0.21,actual
05:00AM 26 November 2025,1.25 kWh,$0.27,actual
06:00AM 26 November 2025,1.06 kWh,$0.23,actual
07:00AM 26 November 2025,1.39 kWh,$0.43,actual
08:00AM 26 November 2025,1.87 kWh,$0.56,actual
09:00AM 26 November 2025,0.52 kWh,$0.19,actual
10:00AM 26 November 2025,0.44 kWh,$0.17,actual
11:00AM 26 November 2025,0.49 kWh,$0.19,actual
12:00PM 26 November 2025,0.56 kWh,$0.20,actual
01:00PM 26 November 2025,0.50 kWh,$0.19,actual
02:00PM 26 November 2025,0.54 kWh,$0.20,actual
03:00PM 26 November 2025,0.52 kWh,$0.19,actual
04:00PM 26 November 2025,0.51 kWh,$0.19,actual
05:00PM 26 November 2025,0.49 kWh,$0.19,actual
06:00PM 26 November 2025,2.98 kWh,$0.86,actual
07:00PM 26 November 2025,3.00 kWh,$0.86,actual
08:00PM 26 November 2025,1.33 kWh,$0.41,actual
09:00PM 26 November 2025,0.86 kWh,$0.20,actual
10:00PM 26 November 2025,1.32 kWh,$0.28,actual
11:00PM 26 November 2025,2.37 kWh,$0.45,actual
12:00AM 27 November 2025,3.52 kWh,$0.65,actual
01:00AM 27 November 2025,3.31 kWh,$0.61,actual
02:00AM 27 November 2025,0.74 kWh,$0.18,actual
03:00AM 27 November 2025,0.64 kWh,$0.16,actual
04:00AM 27 November 2025,0.36 kWh,$0.12,actual
05:00AM 27 November 2025,0.67 kWh,$0.17,actual
06:00AM 27 November 2025,0.44 kWh,$0.13,actual
07:00AM 27 November 2025,1.06 kWh,$0.34,actual
08:00AM 27 November 2025,0.97 kWh,$0.32,actual
09:00AM 27 November 2025,0.45 kWh,$0.18,actual
10:00AM 27 November 2025,0.35 kWh,$0.15,actual
11:00AM 27 November 2025,0.82 kWh,$0.28,actual
12:00PM 27 November 2025,1.67 kWh,$0.50,actual
01:00PM 27 November 2025,0.48 kWh,$0.18,actual
02:00PM 27 November 2025,0.61 kWh,$0.22,actual
03:00PM 27 November 2025,0.58 kWh,$0.21,actual
04:00PM 27 November 2025,2.75 kWh,$0.79,actual
05:00PM 27 November 2025,2.39 kWh,$0.70,actual
06:00PM 27 November 2025,2.23 kWh,$0.65,actual
07:00PM 27 November 2025,2.52 kWh,$0.73,actual
08:00PM 27 November 2025,1.10 kWh,$0.35,actual
09:00PM 27 November 2025,0.72 kWh,$0.18,actual
10:00PM 27 November 2025,1.04 kWh,$0.23,actual
11:00PM 27 November 2025,2.06 kWh,$0.40,actual
12:00AM 28 November 2025,3.55 kWh,$0.65,actual
01:00AM 28 November 2025,3.54 kWh,$0.65,actual
02:00AM 28 November 2025,0.59 kWh,$0.15,actual
03:00AM 28 November 2025,0.50 kWh,$0.14,actual
04:00AM 28 November 2025,0.62 kWh,$0.16,actual
05:00AM 28 November 2025,0.57 kWh,$0.15,actual
06:00AM 28 November 2025,0.41 kWh,$0.12,actual
07:00AM 28 November 2025,1.50 kWh,$0.46,actual
08:00AM 28 November 2025,0.43 kWh,$0.17,actual
09:00AM 28 November 2025,0.50 kWh,$0.19,actual
10:00AM 28 November 2025,0.36 kWh,$0.15,actual
11:00AM 28 November 2025,0.51 kWh,$0.19,actual
12:00PM 28 November 2025,0.51 kWh,$0.19,actual
01:00PM 28 November 2025,0.55 kWh,$0.20,actual
02:00PM 28 November 2025,0.43 kWh,$0.17,actual
03:00PM 28 November 2025,0.38 kWh,$0.16,actual
04:00PM 28 November 2025,0.44 kWh,$0.17,actual
05:00PM 28 November 2025,0.81 kWh,$0.27,actual
06:00PM 28 November 2025,1.05 kWh,$0.34,actual
07:00PM 28 November 2025,1.44 kWh,$0.44,actual
08:00PM 28 November 2025,1.61 kWh,$0.49,actual
09:00PM 28 November 2025,0.79 kWh,$0.19,actual
10:00PM 28 November 2025,1.00 kWh,$0.22,actual
11:00PM 28 November 2025,2.29 kWh,$0.44,actual
12:00AM 29 November 2025,3.71 kWh,$0.68,actual
01:00AM 29 November 2025,1.58 kWh,$0.32,actual
02:00AM 29 November 2025,0.99 kWh,$0.22,actual
03:00AM 29 November 2025,0.89 kWh,$0.21,actual
04:00AM 29 November 2025,0.85 kWh,$0.20,actual
05:00AM 29 November 2025,0.59 kWh,$0.15,actual
06:00AM 29 November 2025,0.82 kWh,$0.19,actual
07:00AM 29 November 2025,0.68 kWh,$0.24,actual
08:00AM 29 November 2025,1.49 kWh,$0.45,actual
09:00AM 29 November 2025,0.78 kWh,$0.27,actual
10:00AM 29 November 2025,0.88 kWh,$0.29,actual
11:00AM 29 November 2025,0.84 kWh,$0.28,actual
12:00PM 29 November 2025,0.78 kWh,$0.26,actual
01:00PM 29 November 2025,0.64 kWh,$0.23,actual
02:00PM 29 November 2025,0.59 kWh,$0.21,actual
03:00PM 29 November 2025,0.73 kWh,$0.25,actual
04:00PM 29 November 2025,1.19 kWh,$0.38,actual
05:00PM 29 November 2025,2.59 kWh,$0.75,actual
06:00PM 29 November 2025,2.24 kWh,$0.66,actual
07:00PM 29 November 2025,2.11 kWh,$0.62,actual
08:00PM 29 November 2025,0.93 kWh,$0.31,actual
09:00PM 29 November 2025,1.03 kWh,$0.23,actual
10:00PM 29 November 2025,0.91 kWh,$0.21,actual
11:00PM 29 November 2025,2.33 kWh,$0.45,actual
12:00AM 30 November 2025,3.67 kWh,$0.67,actual
01:00AM 30 November 2025,3.63 kWh,$0.67,actual
02:00AM 30 November 2025,1.37 kWh,$0.29,actual
03:00AM 30 November 2025,0.94 kWh,$0.21,actual
04:00AM 30 November 2025,0.65 kWh,$0.16,actual
05:00AM 30 November 2025,0.32 kWh,$0.11,actual
06:00AM 30 November 2025,0.88 kWh,$0.20,actual
07:00AM 30 November 2025,0.47 kWh,$0.18,actual
08:00AM 30 November 2025,0.40 kWh,$0.16,actual
09:00AM 30 November 2025,0.97 kWh,$0.32,actual
10:00AM 30 November 2025,0.61 kWh,$0.22,actual
11:00AM 30 November 2025,1.45 kWh,$0.44,actual
12:00PM 30 November 2025,1.21 kWh,$0.38,actual
01:00PM 30 November 2025,1.59 kWh,$0.48,actual
02:00PM 30 November 2025,0.46 kWh,$0.18,actual
03:00PM 30 November 2025,0.45 kWh,$0.18,actual
04:00PM 30 November 2025,0.43 kWh,$0.17,actual
05:00PM 30 November 2025,0.88 kWh,$0.29,actual
06:00PM 30 November 2025,2.23 kWh,$0.66,actual
07:00PM 30 November 2025,1.15 kWh,$0.36,actual
08:00PM 30 November 2025,0.86 kWh,$0.29,actual
09:00PM 30 November 2025,2.40 kWh,$0.46,actual
10:00PM 30 November 2025,2.46 kWh,$0.47,actual
11:00PM 30 November 2025,2.94 kWh,$0.55,actual
12:00AM 1 December 2025,4.16 kWh,$0.76,actual
01:00AM 1 December 2025,4.21 kWh,$0.76,actual
02:00AM 1 December 2025,2.58 kWh,$0.49,actual
03:00AM 1 December 2025,1.19 kWh,$0.26,actual
04:00AM 1 December 2025,1.06 kWh,$0.23,actual
05:00AM 1 December 2025,1.31 kWh,$0.28,actual
06:00AM 1 December 2025,1.24 kWh,$0.26,actual
07:00AM 1 December 2025,1.38 kWh,$0.42,actual
08:00AM 1 December 2025,0.48 kWh,$0.19,actual
09:00AM 1 December 2025,0.59 kWh,$0.21,actual
10:00AM 1 December 2025,1.71 kWh,$0.51,actual
11:00AM 1 December 2025,1.41 kWh,$0.43,actual
12:00PM 1 December 2025,1.09 kWh,$0.35,actual
01:00PM 1 December 2025,0.46 kWh,$0.18,actual
02:00PM 1 December 2025,0.35 kWh,$0.15,actual
03:00PM 1 December 2025,0.41 kWh,$0.17,actual
04:00PM 1 December 2025,0.60 kWh,$0.22,actual
05:00PM 1 December 2025,1.00 kWh,$0.32,actual
06:00PM 1 December 2025,1.51 kWh,$0.46,actual
07:00PM 1 December 2025,1.35 kWh,$0.42,actual
08:00PM 1 December 2025,1.76 kWh,$0.53,actual
09:00PM 1 December 2025,1.97 kWh,$0.39,actual
10:00PM 1 December 2025,1.64 kWh,$0.33,actual
11:00PM 1 December 2025,2.63 kWh,$0.50,actual
12:00AM 2 December 2025,4.01 kWh,$0.73,actual
01:00AM 2 December 2025,4.06 kWh,$0.74,actual
02:00AM 2 December 2025,2.30 kWh,$0.44,actual
03:00AM 2 December 2025,1.16 kWh,$0.25,actual
04:00AM 2 December 2025,0.90 kWh,$0.21,actual
05:00AM 2 December 2025,1.21 kWh,$0.26,actual
06:00AM 2 December 2025,1.46 kWh,$0.30,actual
07:00AM 2 December 2025,1.13 kWh,$0.36,actual
08:00AM 2 December 2025,1.20 kWh,$0.38,actual
09:00AM 2 December 2025,0.56 kWh,$0.21,actual
10:00AM 2 December 2025,0.66 kWh,$0.23,actual
11:00AM 2 December 2025,0.46 kWh,$0.18,actual
12:00PM 2 December 2025,0.94 kWh,$0.31,actual
01:00PM 2 December 2025,0.76 kWh,$0.26,actual
02:00PM 2 December 2025,0.67 kWh,$0.24,actual
03:00PM 2 December 2025,0.47 kWh,$0.18,actual
04:00PM 2 December 2025,0.61 kWh,$0.22,actual
05:00PM 2 December 2025,0.79 kWh,$0.27,actual
06:00PM 2 December 2025,1.61 kWh,$0.49,actual
07:00PM 2 December 2025,2.25 kWh,$0.66,actual
08:00PM 2 December 2025,1.72 kWh,$0.52,actual
09:00PM 2 December 2025,1.95 kWh,$0.38,actual
10:00PM 2 December 2025,1.40 kWh,$0.29,actual
11:00PM 2 December 2025,2.29 kWh,$0.44,actual
12:00AM 3 December 2025,3.93 kWh,$0.72,actual
01:00AM 3 December 2025,3.97 kWh,$0.72,actual
02:00AM 3 December 2025,2.84 kWh,$0.53,actual
03:00AM 3 December 2025,1.25 kWh,$0.27,actual
04:00AM 3 December 2025,1.14 kWh,$0.25,actual
05:00AM 3 December 2025,1.13 kWh,$0.25,actual
06:00AM 3 December 2025,0.94 kWh,$0.21,actual
07:00AM 3 December 2025,1.36 kWh,$0.42,actual
08:00AM 3 December 2025,1.68 kWh,$0.51,actual
09:00AM 3 December 2025,0.92 kWh,$0.30,actual
10:00AM 3 December 2025,1.02 kWh,$0.33,actual
11:00AM 3 December 2025,0.90 kWh,$0.30,actual
12:00PM 3 December 2025,1.30 kWh,$0.40,actual
01:00PM 3 December 2025,1.10 kWh,$0.35,actual
02:00PM 3 December 2025,0.82 kWh,$0.28,actual
03:00PM 3 December 2025,0.81 kWh,$0.27,actual
04:00PM 3 December 2025,1.19 kWh,$0.37,actual
05:00PM 3 December 2025,2.73 kWh,$0.79,actual
06:00PM 3 December 2025,3.49 kWh,$0.99,actual
07:00PM 3 December 2025,2.66 kWh,$0.77,actual
08:00PM 3 December 2025,1.29 kWh,$0.40,actual
09:00PM 3 December 2025,1.51 kWh,$0.31,actual
10:00PM 3 December 2025,1.22 kWh,$0.26,actual
11:00PM 3 December 2025,2.33 kWh,$0.45,actual
12:00AM 4 December 2025,3.74 kWh,$0.68,actual
01:00AM 4 December 2025,3.49 kWh,$0.64,actual
02:00AM 4 December 2025,0.69 kWh,$0.17,actual
03:00AM 4 December 2025,0.61 kWh,$0.16,actual
04:00AM 4 December 2025,0.98 kWh,$0.22,actual
05:00AM 4 December 2025,0.49 kWh,$0.14,actual
06:00AM 4 December 2025,0.84 kWh,$0.20,actual
07:00AM 4 December 2025,2.24 kWh,$0.66,actual
08:00AM 4 December 2025,1.65 kWh,$0.50,actual
09:00AM 4 December 2025,0.78 kWh,$0.26,actual
10:00AM 4 December 2025,0.64 kWh,$0.23,actual
11:00AM 4 December 2025,0.66 kWh,$0.23,actual
12:00PM 4 December 2025,1.12 kWh,$0.36,actual
01:00PM 4 December 2025,0.79 kWh,$0.27,actual
02:00PM 4 December 2025,0.84 kWh,$0.28,actual
03:00PM 4 December 2025,0.68 kWh,$0.24,actual
04:00PM 4 December 2025,1.26 kWh,$0.39,actual
05:00PM 4 December 2025,1.55 kWh,$0.47,actual
06:00PM 4 December 2025,0.66 kWh,$0.23,actual
07:00PM 4 December 2025,1.83 kWh,$0.55,actual
08:00PM 4 December 2025,1.38 kWh,$0.43,actual
09:00PM 4 December 2025,1.60 kWh,$0.33,actual
10:00PM 4 December 2025,0.94 kWh,$0.21,actual
11:00PM 4 December 2025,2.36 kWh,$0.45,actual
12:00AM 5 December 2025,3.72 kWh,$0.68,actual
01:00AM 5 December 2025,3.71 kWh,$0.68,actual
02:00AM 5 December 2025,1.84 kWh,$0.37,actual
03:00AM 5 December 2025,0.89 kWh,$0.21,actual
04:00AM 5 December 2025,0.48 kWh,$0.14,actual
05:00AM 5 December 2025,0.99 kWh,$0.22,actual
06:00AM 5 December 2025,0.76 kWh,$0.18,actual
07:00AM 5 December 2025,1.76 kWh,$0.53,actual
08:00AM 5 December 2025,1.15 kWh,$0.36,actual
09:00AM 5 December 2025,0.47 kWh,$0.18,actual
10:00AM 5 December 2025,0.41 kWh,$0.17,actual
11:00AM 5 December 2025,1.58 kWh,$0.48,actual
12:00PM 5 December 2025,0.93 kWh,$0.30,actual
01:00PM 5 December 2025,0.61 kWh,$0.22,actual
02:00PM 5 December 2025,0.39 kWh,$0.16,actual
03:00PM 5 December 2025,0.39 kWh,$0.16,actual
04:00PM 5 December 2025,0.46 kWh,$0.18,actual
05:00PM 5 December 2025,1.63 kWh,$0.49,actual
06:00PM 5 December 2025,2.78 kWh,$0.80,actual
07:00PM 5 December 2025,1.25 kWh,$0.39,actual
08:00PM 5 December 2025,0.72 kWh,$0.25,actual
09:00PM 5 December 2025,0.68 kWh,$0.17,actual
10:00PM 5 December 2025,0.58 kWh,$0.15,actual
11:00PM 5 December 2025,2.24 kWh,$0.43,actual
12:00AM 6 December 2025,3.55 kWh,$0.65,actual
01:00AM 6 December 2025,3.53 kWh,$0.65,actual
02:00AM 6 December 2025,1.87 kWh,$0.37,actual
03:00AM 6 December 2025,1.28 kWh,$0.27,actual
04:00AM 6 December 2025,0.32 kWh,$0.11,actual
05:00AM 6 December 2025,0.33 kWh,$0.11,actual
06:00AM 6 December 2025,0.32 kWh,$0.11,actual
07:00AM 6 December 2025,0.64 kWh,$0.23,actual
08:00AM 6 December 2025,0.76 kWh,$0.26,actual
09:00AM 6 December 2025,1.21 kWh,$0.38,actual
10:00AM 6 December 2025,1.09 kWh,$0.35,actual
11:00AM 6 December 2025,0.90 kWh,$0.30,actual
12:00PM 6 December 2025,0.65 kWh,$0.23,actual
01:00PM 6 December 2025,0.61 kWh,$0.22,actual
02:00PM 6 December 2025,0.79 kWh,$0.27,actual
03:00PM 6 December 2025,0.66 kWh,$0.23,actual
04:00PM 6 December 2025,1.46 kWh,$0.45,actual
05:00PM 6 December 2025,0.90 kWh,$0.30,actual
06:00PM 6 December 2025,0.95 kWh,$0.31,actual
07:00PM 6 December 2025,1.55 kWh,$0.47,actual
08:00PM 6 December 2025,0.76 kWh,$0.26,actual
09:00PM 6 December 2025,1.29 kWh,$0.27,actual
10:00PM 6 December 2025,1.22 kWh,$0.26,actual
11:00PM 6 December 2025,2.75 kWh,$0.52,actual
12:00AM 7 December 2025,4.02 kWh,$0.73,actual
01:00AM 7 December 2025,4.03 kWh,$0.73,actual
02:00AM 7 December 2025,1.36 kWh,$0.28,actual
03:00AM 7 December 2025,1.15 kWh,$0.25,actual
04:00AM 7 December 2025,1.13 kWh,$0.25,actual
05:00AM 7 December 2025,0.76 kWh,$0.18,actual
06:00AM 7 December 2025,1.30 kWh,$0.27,actual
07:00AM 7 December 2025,0.64 kWh,$0.23,actual
08:00AM 7 December 2025,0.92 kWh,$0.30,actual
09:00AM 7 December 2025,1.26 kWh,$0.39,actual
10:00AM 7 December 2025,0.80 kWh,$0.27,actual
11:00AM 7 December 2025,0.64 kWh,$0.23,actual
12:00PM 7 December 2025,0.68 kWh,$0.24,actual
01:00PM 7 December 2025,1.52 kWh,$0.46,actual
02:00PM 7 December 2025,0.70 kWh,$0.24,actual
03:00PM 7 December 2025,2.32 kWh,$0.68,actual
04:00PM 7 December 2025,2.10 kWh,$0.62,actual
05:00PM 7 December 2025,2.20 kWh,$0.65,actual
06:00PM 7 December 2025,1.64 kWh,$0.50,actual
07:00PM 7 December 2025,1.72 kWh,$0.52,actual
08:00PM 7 December 2025,0.83 kWh,$0.28,actual
09:00PM 7 December 2025,0.74 kWh,$0.18,actual
10:00PM 7 December 2025,0.87 kWh,$0.20,actual
11:00PM 7 December 2025,2.19 kWh,$0.42,actual
12:00AM 8 December 2025,3.58 kWh,$0.66,actual
01:00AM 8 December 2025,2.91 kWh,$0.54,actual
02:00AM 8 December 2025,1.53 kWh,$0.31,actual
03:00AM 8 December 2025,0.34 kWh,$0.11,actual
04:00AM 8 December 2025,0.40 kWh,$0.12,actual
05:00AM 8 December 2025,0.83 kWh,$0.20,actual
06:00AM 8 December 2025,0.67 kWh,$0.17,actual
07:00AM 8 December 2025,0.66 kWh,$0.23,actual
08:00AM 8 December 2025,0.65 kWh,$0.23,actual
09:00AM 8 December 2025,1.32 kWh,$0.41,actual
10:00AM 8 December 2025,0.91 kWh,$0.30,actual
11:00AM 8 December 2025,0.73 kWh,$0.25,actual
12:00PM 8 December 2025,2.03 kWh,$0.60,actual
01:00PM 8 December 2025,1.67 kWh,$0.50,actual
02:00PM 8 December 2025,0.46 kWh,$0.18,actual
03:00PM 8 December 2025,0.42 kWh,$0.17,actual
04:00PM 8 December 2025,0.41 kWh,$0.17,actual
05:00PM 8 December 2025,0.94 kWh,$0.31,actual
06:00PM 8 December 2025,1.96 kWh,$0.58,actual
07:00PM 8 December 2025,2.16 kWh,$0.64,actual
08:00PM 8 December 2025,0.99 kWh,$0.32,actual
09:00PM 8 December 2025,1.13 kWh,$0.25,actual
10:00PM 8 December 2025,1.59 kWh,$0.32,actual
11:00PM 8 December 2025,2.95 kWh,$0.55,actual
12:00AM 9 December 2025,4.23 kWh,$0.77,actual
01:00AM 9 December 2025,4.00 kWh,$0.73,actual
02:00AM 9 December 2025,1.78 kWh,$0.35,actual
03:00AM 9 December 2025,1.20 kWh,$0.26,actual
04:00AM 9 December 2025,0.78 kWh,$0.19,actual
05:00AM 9 December 2025,1.05 kWh,$0.23,actual
06:00AM 9 December 2025,1.03 kWh,$0.23,actual
07:00AM 9 December 2025,0.86 kWh,$0.29,actual
